subj,trial_id,trial_type,tdur,blinks,eye,tffixos,tffixurt,tfixcnt,tregrcnt,region,reglen,word,line,x1_pos,x2_pos,mod_x1,mod_x2,fpurt,fpcount,fpregres,fpregreg,fpregchr,ffos,ffixurt,spilover,rpurt,rpcount,rpregreg,rpregchr,spurt,spcount
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,33,6, would,3,446,512,446.0,512.0,504.0,1.0,0.0,0.0,1023.0,2.0,504.0,228.0,504.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,34,3, be,3,512,545,512.0,545.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,35,3, in,3,545,578,545.0,578.0,228.0,1.0,0.0,0.0,1023.0,0.0,228.0,280.0,228.0,0.0,0.0,1023.0,188.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,36,4, the,3,578,622,578.0,622.0,392.0,1.0,0.0,0.0,1023.0,2.0,392.0,368.0,392.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,37,6, speed,3,622,688,622.0,688.0,280.0,1.0,1.0,35.0,175.0,1.0,280.0,188.0,468.0,1.0,34.0,175.0,368.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,38,8," events,",3,688,776,688.0,776.0,276.0,2.0,1.0,36.0,178.0,0.0,124.0,392.0,1216.0,3.0,35.0,178.0,180.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,39,6, since,3,776,842,776.0,842.0,260.0,1.0,0.0,0.0,1023.0,2.0,260.0,364.0,260.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,40,7, events,3,842,919,842.0,919.0,364.0,1.0,0.0,0.0,1023.0,2.0,364.0,416.0,364.0,0.0,0.0,1023.0,80.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,41,6, based,3,919,985,919.0,985.0,416.0,1.0,0.0,0.0,1023.0,2.0,416.0,96.0,416.0,0.0,0.0,1023.0,152.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,42,3, on,3,985,1018,985.0,1029.0,96.0,1.0,0.0,0.0,1023.0,0.0,96.0,136.0,96.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,43,10,appearance,4,215,325,204.0,325.0,684.0,2.0,1.0,40.0,201.0,5.0,136.0,80.0,916.0,2.0,39.0,201.0,512.0,3.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,44,5, were,4,325,380,325.0,380.0,228.0,1.0,0.0,0.0,1023.0,0.0,228.0,172.0,228.0,0.0,0.0,1023.0,716.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,45,4, out,4,380,424,380.0,424.0,172.0,1.0,1.0,43.0,222.0,1.0,172.0,148.0,1228.0,4.0,42.0,222.0,160.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,46,3, of,4,424,457,424.0,457.0,192.0,1.0,0.0,0.0,1023.0,0.0,192.0,208.0,192.0,0.0,0.0,1023.0,308.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,47,4, the,4,457,501,457.0,501.0,208.0,1.0,1.0,46.0,234.0,1.0,208.0,136.0,344.0,1.0,45.0,234.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,48,10, question.,4,501,611,501.0,611.0,208.0,1.0,1.0,46.0,236.0,1.0,208.0,172.0,51100.0,228.0,43.0,222.0,160.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,49,2, I,4,611,633,611.0,633.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,50,6, chose,4,633,699,633.0,699.0,448.0,2.0,0.0,0.0,1023.0,1.0,312.0,296.0,448.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,51,7, barrel,4,699,776,699.0,776.0,296.0,1.0,0.0,0.0,1023.0,3.0,296.0,340.0,296.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,52,7, racing,4,776,853,776.0,853.0,340.0,1.0,0.0,0.0,1023.0,2.0,340.0,260.0,340.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,53,4, and,4,853,897,853.0,897.0,220.0,1.0,0.0,0.0,1023.0,2.0,220.0,144.0,220.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,54,5, came,4,897,952,897.0,952.0,260.0,1.0,1.0,53.0,272.0,0.0,260.0,220.0,840.0,3.0,52.0,272.0,280.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,55,3, in,4,952,985,952.0,985.0,128.0,1.0,0.0,0.0,1023.0,2.0,128.0,108.0,128.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,56,5, next,4,985,1040,985.0,1051.0,216.0,1.0,1.0,55.0,283.0,1.0,216.0,128.0,1460.0,8.0,53.0,280.0,156.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,57,2,to,5,215,237,204.0,237.0,272.0,1.0,0.0,0.0,1023.0,1.0,272.0,256.0,272.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,58,6," last,",5,237,303,237.0,303.0,376.0,2.0,1.0,54.0,280.0,2.0,184.0,136.0,668.0,2.0,53.0,280.0,460.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,59,6, while,5,303,369,303.0,369.0,108.0,1.0,1.0,58.0,296.0,2.0,108.0,184.0,1644.0,8.0,53.0,280.0,692.0,3.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,60,7," Becky,",5,369,446,369.0,446.0,184.0,1.0,0.0,0.0,1023.0,3.0,184.0,164.0,184.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,61,4, who,5,446,490,446.0,490.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,62,5, rode,5,490,545,490.0,545.0,164.0,1.0,1.0,59.0,300.0,0.0,164.0,284.0,46004.0,202.0,58.0,300.0,384.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,63,2, a,5,545,567,545.0,567.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,64,4, big,5,567,611,567.0,611.0,212.0,1.0,0.0,0.0,1023.0,2.0,212.0,288.0,212.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,65,6, brown,5,611,677,611.0,677.0,604.0,3.0,0.0,0.0,1023.0,2.0,288.0,704.0,604.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,66,13, thoroughbred,5,677,820,677.0,820.0,1192.0,3.0,0.0,0.0,1023.0,5.0,704.0,144.0,1192.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,67,6," mare,",5,820,886,820.0,886.0,436.0,2.0,0.0,0.0,1023.0,1.0,144.0,612.0,436.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,68,4, won,5,886,930,886.0,930.0,612.0,1.0,0.0,0.0,1023.0,2.0,612.0,92.0,612.0,0.0,0.0,1023.0,76.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,69,6, every,5,930,996,930.0,1007.0,92.0,1.0,1.0,68.0,352.0,2.0,92.0,76.0,360.0,3.0,67.0,352.0,52.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,70,5,time.,6,215,270,204.0,270.0,280.0,1.0,0.0,0.0,1023.0,3.0,280.0,560.0,280.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,71,4, For,6,270,314,270.0,314.0,140.0,1.0,1.0,70.0,362.0,1.0,140.0,280.0,1208.0,3.0,69.0,362.0,560.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,72,4, the,6,314,358,314.0,358.0,212.0,1.0,0.0,0.0,1023.0,2.0,212.0,180.0,212.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,73,6, whole,6,358,424,358.0,424.0,228.0,1.0,1.0,72.0,372.0,0.0,228.0,212.0,620.0,2.0,71.0,372.0,232.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,74,5, next,6,424,479,424.0,479.0,280.0,1.0,1.0,73.0,379.0,3.0,280.0,232.0,40296.0,179.0,72.0,379.0,120.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,75,6, month,6,479,545,479.0,545.0,180.0,1.0,1.0,74.0,381.0,0.0,180.0,280.0,812.0,3.0,72.0,379.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,76,2, I,6,545,567,545.0,567.0,176.0,1.0,0.0,0.0,1023.0,1.0,176.0,200.0,176.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,77,5, woke,6,567,622,567.0,622.0,200.0,1.0,0.0,0.0,1023.0,4.0,200.0,276.0,200.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,78,3, up,6,622,655,622.0,655.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,79,6, early,6,655,721,655.0,721.0,276.0,1.0,0.0,0.0,1023.0,3.0,276.0,300.0,276.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,80,6, every,6,721,787,721.0,787.0,480.0,2.0,0.0,0.0,1023.0,3.0,300.0,212.0,480.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,81,4, day,6,787,831,787.0,831.0,212.0,1.0,0.0,0.0,1023.0,2.0,212.0,128.0,212.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,82,4, and,6,831,875,831.0,875.0,128.0,1.0,0.0,0.0,1023.0,2.0,128.0,332.0,128.0,0.0,0.0,1023.0,184.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,83,5, rode,6,875,930,875.0,930.0,332.0,1.0,1.0,82.0,420.0,2.0,332.0,184.0,516.0,1.0,81.0,420.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,84,7, Cowboy,6,930,1007,930.0,1018.0,112.0,1.0,0.0,0.0,1023.0,3.0,112.0,148.0,112.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,85,4,five,7,215,259,204.0,259.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,86,6, miles,7,259,325,259.0,325.0,528.0,2.0,0.0,0.0,1023.0,2.0,148.0,220.0,528.0,0.0,0.0,1023.0,156.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,87,3, to,7,325,358,325.0,358.0,148.0,1.0,0.0,0.0,1023.0,2.0,148.0,152.0,148.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,88,4, the,7,358,402,358.0,402.0,220.0,1.0,1.0,87.0,443.0,2.0,220.0,148.0,368.0,1.0,86.0,443.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,89,6, arena,7,402,468,402.0,468.0,152.0,1.0,1.0,86.0,442.0,1.0,152.0,156.0,1008.0,4.0,85.0,442.0,500.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,90,4, and,7,468,512,468.0,512.0,120.0,1.0,0.0,0.0,1023.0,2.0,120.0,180.0,120.0,0.0,0.0,1023.0,172.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,91,9, trained.,7,512,611,512.0,611.0,200.0,1.0,1.0,89.0,452.0,1.0,200.0,300.0,972.0,4.0,88.0,452.0,180.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,92,3, On,7,611,644,611.0,644.0,628.0,1.0,0.0,0.0,1023.0,1.0,628.0,156.0,628.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,93,4, the,7,644,688,644.0,688.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,94,4, way,7,688,732,688.0,732.0,156.0,1.0,0.0,0.0,1023.0,0.0,156.0,104.0,156.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,95,5, home,7,732,787,732.0,787.0,104.0,1.0,0.0,0.0,1023.0,2.0,104.0,268.0,104.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,96,5, from,7,787,842,787.0,842.0,100.0,1.0,0.0,0.0,1023.0,3.0,100.0,184.0,100.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,97,4, the,7,842,886,842.0,886.0,268.0,1.0,1.0,96.0,487.0,2.0,268.0,100.0,368.0,1.0,95.0,487.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,98,7," arena,",7,886,963,886.0,963.0,300.0,2.0,0.0,0.0,1023.0,2.0,184.0,104.0,300.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,99,2, I,7,963,985,963.0,996.0,104.0,1.0,0.0,0.0,1023.0,1.0,104.0,108.0,104.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,100,5,would,8,215,270,204.0,270.0,184.0,1.0,0.0,0.0,1023.0,4.0,184.0,192.0,184.0,0.0,0.0,1023.0,296.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,101,3, be,8,270,303,270.0,303.0,108.0,1.0,1.0,100.0,509.0,2.0,108.0,184.0,780.0,3.0,99.0,509.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,102,3, so,8,303,336,303.0,336.0,292.0,1.0,0.0,0.0,1023.0,0.0,292.0,100.0,292.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,103,7, tired;,8,336,413,336.0,413.0,192.0,1.0,1.0,100.0,509.0,3.0,192.0,296.0,880.0,3.0,99.0,509.0,100.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,104,6, those,8,413,479,413.0,479.0,448.0,2.0,0.0,0.0,1023.0,5.0,156.0,212.0,448.0,0.0,0.0,1023.0,720.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,105,5, five,8,479,534,479.0,534.0,212.0,1.0,0.0,0.0,1023.0,2.0,212.0,96.0,212.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,106,6, miles,8,534,600,534.0,600.0,96.0,1.0,1.0,104.0,522.0,2.0,96.0,720.0,1072.0,2.0,103.0,522.0,256.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,107,7, seemed,8,600,677,600.0,677.0,208.0,1.0,0.0,0.0,1023.0,3.0,208.0,652.0,208.0,0.0,0.0,1023.0,128.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,108,6, twice,8,677,743,677.0,743.0,652.0,1.0,0.0,0.0,1023.0,3.0,652.0,136.0,652.0,0.0,0.0,1023.0,172.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,109,3, as,8,743,776,743.0,776.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,110,6, long.,8,776,842,776.0,842.0,324.0,2.0,1.0,108.0,542.0,5.0,136.0,172.0,824.0,3.0,106.0,541.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,111,3, In,8,842,875,842.0,875.0,192.0,1.0,0.0,0.0,1023.0,1.0,192.0,132.0,192.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,112,4, the,8,875,919,875.0,919.0,200.0,1.0,1.0,111.0,559.0,0.0,200.0,192.0,392.0,1.0,110.0,559.0,188.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,113,10, following,8,919,1029,919.0,1040.0,132.0,1.0,1.0,112.0,564.0,0.0,132.0,188.0,484.0,2.0,111.0,564.0,164.0,1.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,114,12,"competition,",9,215,347,204.0,347.0,864.0,3.0,0.0,0.0,1023.0,7.0,132.0,200.0,864.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,115,2, I,9,347,369,347.0,369.0,,,,,,,,,0.0,0.0,,,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,116,4, sat,9,369,413,369.0,413.0,200.0,1.0,0.0,0.0,1023.0,1.0,200.0,208.0,200.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,117,3, at,9,413,446,413.0,446.0,208.0,1.0,0.0,0.0,1023.0,0.0,208.0,300.0,208.0,0.0,0.0,1023.0,328.0,2.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,118,4, the,9,446,490,446.0,490.0,284.0,1.0,1.0,117.0,597.0,0.0,284.0,168.0,26532.0,116.0,116.0,597.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,119,5, gate,9,490,545,490.0,545.0,300.0,1.0,1.0,117.0,595.0,2.0,300.0,160.0,912.0,3.0,116.0,595.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,120,6, while,9,545,611,545.0,611.0,240.0,1.0,0.0,0.0,1023.0,3.0,240.0,232.0,240.0,0.0,0.0,1023.0,0.0,0.0
1950024,0.0,RP_story01,70054.0,10.0,L,82219.0,0.0,303,105,121,2, I,9,611,633,611.0,633.0,,,,,,,,,0.0,0.0,,,0.0,0.0
